2017-18 Class Size by Gender and Selected Population ,,,,,,,,,
School Name,School Code,Total # of Classes,Average Class Size,Number of Students,Female %,Male %,English Language Learner %,Students with Disabilities %,Economically Disadvantaged %
Haverhill - Crowell,01280020,       5,  21.4,        107,  48.6,  51.4,  22.4,  16.8,60.7
Haverhill - Dr Paul Nettle,01280050,      26,  18.8,        489,  52.4,  47.6,   4.5,  23.1,49.7
Haverhill - Golden Hill,01280026,      31,  15.8,        491,  49.5,  50.5,  22.6,  26.5,56.2
Haverhill - Greenleaf Kindergarten Center,01280027,       5,  21.0,        105,  54.3,  45.7,  33.3,  12.4,68.6
Haverhill - Haverhill Alternative School,01280033,       7,   5.7,         40,  20.0,  80.0,   5.0, 100.0,77.5
Haverhill - Haverhill High,01280505,     226,  18.3,"      1,829",  49.5,  50.4,   7.9,  14.5,35
Haverhill - John G Whittier,01280085,      19,  28.7,        545,  47.9,  52.1,   7.0,  22.2,40.2
Haverhill - Moody,01280045,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Haverhill - Pentucket Lake Elementary,01280054,      33,  15.2,        503,  44.9,  55.1,  14.7,  31.6,51.9
Haverhill - TEACH,01280073,      13,   3.2,         41,  12.2,  87.8,   7.3,  97.6,61
Haverhill - Tilton,01280075,      26,  20.0,        521,  48.9,  51.1,  24.6,  23.8,66.2
Haverhill - Walnut Square,01280080,       7,  19.9,        139,  56.1,  43.9,   2.2,  10.1,30.2
Hawlemont - Hawlemont Regional,06850005,       1,  19.0,         19,  63.2,  36.8,   0.0,  21.1,52.6
Helen Y. Davis Leadership Academy Charter Public (District) - Helen Y. Davis Leadership Academy Charter Public School,04190305,      15,  18.1,        231,  46.8,  53.2,   8.2,  27.3,56.7
Hill View Montessori Charter Public (District) - Hill View Montessori Charter Public School,04550050,      15,  20.1,        301,  57.8,  42.2,   7.0,  18.6,16.9
Hilltown Cooperative Charter Public (District) - Hilltown Cooperative Charter Public School,04500105,       9,  24.2,        218,  46.3,  53.7,   0.0,  20.2,15.1
Hingham - East Elementary School,01310005,      23,  20.2,        465,  45.4,  54.6,   0.0,  11.0,4.3
Hingham - Hingham High,01310505,      60,  21.4,"      1,231",  50.5,  49.5,   0.2,   7.6,4.9
Hingham - Hingham Middle School,01310410,      65,  18.9,"      1,069",  47.5,  52.5,   0.3,  11.0,5.7
Hingham - Plymouth River,01310019,      22,  21.3,        469,  51.4,  48.6,   1.7,  13.6,3.4
Hingham - South Elementary,01310020,      24,  22.0,        528,  49.2,  50.8,   0.0,  13.8,3.2
Hingham - Wm L Foster Elementary,01310010,      23,  19.5,        448,  46.4,  53.6,   0.9,  16.3,5.1
Holbrook - Holbrook Middle High School,01330505,      32,  18.4,        579,  49.9,  50.1,   5.9,  13.1,31.3
Holbrook - John F Kennedy,01330018,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Holland - Holland Elementary,01350005,       5,  18.2,         91,  50.5,  49.5,   0.0,  18.7,20.9
Holliston - Holliston High,01360505,      72,  17.6,        782,  49.0,  50.9,   0.9,  11.4,4.9
Holliston - Miller School,01360007,      38,  18.5,        685,  48.2,  51.8,   2.9,  20.9,8
Holliston - Placentino Elementary,01360010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Holliston - Robert H. Adams Middle School,01360305,      36,  18.8,        676,  51.0,  49.0,   1.5,  19.5,7
Holyoke - E N White Elementary,01370045,      22,  20.7,        454,  49.3,  50.7,  19.6,  23.6,72.9
Holyoke - H.B. Lawrence School,01370070,      17,  14.8,        249,  48.2,  51.8,  31.7,  25.7,90
Holyoke - Holyoke High,01370505,      62,  22.1,"      1,211",  48.3,  51.6,  16.6,  17.0,63.8
Holyoke - Joseph Metcalf School,01370003,       8,  19.6,        157,  58.0,  42.0,  10.2,  15.3,52.2
Holyoke - Kelly Elementary,01370040,      26,  21.5,        560,  44.8,  55.2,  35.7,  20.9,90
Holyoke - Lt Clayre Sullivan Elementary,01370055,      36,  14.9,        536,  49.4,  50.6,  18.5,  24.1,78.9
Holyoke - Lt Elmer J McMahon Elementary,01370015,      18,  22.4,        403,  43.9,  56.1,  14.4,  27.5,60
Holyoke - Maurice A Donahue Elementary,01370060,      29,  15.6,        449,  45.0,  55.0,  27.4,  27.4,82.9
Holyoke - Morgan Full Service Community School,01370025,      18,  22.1,        397,  50.4,  49.6,  31.5,  21.7,89.7
Holyoke - William R. Peck School,01370030,      25,  13.3,        329,  42.9,  57.1,  35.0,  36.2,90.9
Holyoke - Wm J Dean Vocational Technical High,01370605,       9,  16.9,        152,  43.4,  56.6,  19.7,  35.5,77.6
Holyoke Community Charter (District) - Holyoke Community Charter School,04530005,      26,  27.0,        703,  55.9,  44.1,  15.5,  19.6,65.9
Hopedale - Hopedale Jr Sr High,01380505,      41,  13.4,        499,  50.7,  49.3,   0.8,  15.8,8.8
Hopedale - Memorial,01380010,      27,  20.1,        543,  45.5,  54.5,   2.2,  21.9,11.6
Hopedale - Park Street School,01380003,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Hopkinton - Center,01390005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Hopkinton - Elmwood,01390010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Hopkinton - Hopkins Elementary School,01390015,      23,  24.1,        554,  48.7,  51.3,   2.7,  10.1,5.2
Hopkinton - Hopkinton High,01390505,     123,  19.3,"      1,157",  50.0,  50.0,   1.1,  12.7,4.4
Hopkinton - Hopkinton Middle School,01390305,      50,  17.3,        815,  51.4,  48.6,   1.2,  12.6,4.2
Hopkinton - Hopkinton Pre-School,01390003,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Hudson - C A Farley,01410030,      23,  19.3,        443,  50.6,  49.4,  14.2,  10.6,24.8
Hudson - David J. Quinn Middle School,01410410,      42,  15.5,        650,  52.5,  47.5,   7.2,  19.7,21.4
Hudson - Forest Avenue Elementary,01410015,      17,  21.1,        359,  49.3,  50.7,  15.0,  12.5,23.1
Hudson - Hudson High,01410505,      61,  15.9,        914,  50.5,  49.5,   6.6,  12.7,16.6
Hudson - Mulready Elementary,01410007,      14,  16.4,        229,  49.3,  50.7,  12.7,  20.1,21.4
Hull - Hull High,01420505,      27,  13.5,        280,  47.9,  52.1,   0.4,  18.9,24.6
Hull - Lillian M Jacobs,01420015,      18,  20.1,        362,  46.7,  53.3,   0.8,  19.3,29.6
Hull - Memorial Middle,01420305,      18,  17.9,        185,  44.3,  55.7,   0.0,  14.6,25.9
Innovation Academy Charter (District) - Innovation Academy Charter School,04350305,      74,  16.7,        794,  51.9,  48.1,   1.9,  18.4,8.6
Ipswich - Ipswich High,01440505,      37,  14.2,        504,  50.8,  49.0,   0.8,   9.5,10.3
Ipswich - Ipswich Middle School,01440305,      28,  15.5,        435,  51.3,  48.7,   0.0,  15.4,11
Ipswich - Paul F Doyon Memorial,01440007,      23,  18.4,        312,  47.4,  52.6,   3.5,  20.5,9.9
Ipswich - Winthrop,01440015,      25,  17.8,        325,  50.5,  49.5,   3.4,  23.4,20.9
KIPP Academy Boston Charter School (District) - KIPP Academy Boston Charter School,04630205,      18,  30.9,        553,  47.0,  53.0,  30.7,  21.2,62.9
KIPP Academy Lynn Charter (District) - KIPP Academy Lynn Charter School,04290010,      59,  24.1,"      1,331",  50.4,  49.6,  28.2,  12.9,46.4
King Philip - King Philip Middle School,06900510,      49,  18.3,        742,  47.6,  52.3,   0.7,  15.9,7.8
King Philip - King Philip Regional High,06900505,      67,  20.4,"      1,292",  48.2,  51.8,   0.4,  11.1,7.8
Kingston - Kingston Elementary,01450005,      22,  20.4,        448,  48.2,  51.8,   1.6,  15.8,16.1
Kingston - Kingston Intermediate,01450020,      27,  21.2,        572,  49.1,  50.7,   1.0,  17.8,16.1
Lanesborough - Lanesborough Elementary,01480005,      10,  17.2,        172,  55.8,  44.2,   0.0,  20.3,25
Lawrence - Alexander B Bruce,01490015,      22,  17.3,        359,  49.6,  50.4,  31.2,  19.5,60.2
Lawrence - Arlington Middle School,01490017,      34,  20.2,        615,  49.9,  50.1,  42.8,  16.4,64.2
Lawrence - Community Day Arlington,01490009,       5,  26.4,        132,  50.0,  50.0,  59.8,  26.5,70.5
Lawrence - Edward F. Parthum,01490053,      28,  23.6,        659,  49.3,  50.7,  39.5,  14.7,62.5
Lawrence - Emily G Wetherbee,01490080,      35,  21.5,        326,  51.2,  48.8,  24.8,  24.5,63.5
Lawrence - Francis M Leahy,01490040,       7,  24.0,        168,  50.0,  50.0,  42.3,  13.1,70.8
Lawrence - Frost Middle School,01490525,      41,  25.2,        517,  47.0,  53.0,  14.1,  15.3,53.2
Lawrence - Gerard A. Guilmette,01490022,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lawrence - Guilmette Middle School,01490025,      39,  13.9,        486,  52.7,  47.3,  25.1,  17.1,66
Lawrence - High School Learning Center,01490536,      26,  10.3,        144,  34.7,  65.3,  20.1,  27.1,53.5
Lawrence - James F Hennessey,01490020,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lawrence - John Breen School,01490003,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lawrence - John K Tarbox,01490075,       3,  23.0,         69,  49.3,  50.7,  40.6,  14.5,69.6
Lawrence - Lawlor Early Childhood Center,01490002,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lawrence - Lawrence Family Public Academy,01490011,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lawrence - Lawrence High School,01490515,     230,  18.6,"      3,138",  49.2,  50.8,  36.8,  15.2,53.1
Lawrence - Oliver Partnership School,01490048,      20,  23.2,        462,  48.5,  51.5,  40.9,  17.7,66
Lawrence - Parthum Middle School,01490027,      52,  21.5,        611,  50.2,  49.8,  28.5,  17.7,60.1
Lawrence - Phoenix Academy Lawrence,01490540,      65,  20.1,        138,  37.7,  62.3,  23.9,  31.2,59.4
Lawrence - Robert Frost,01490018,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lawrence - Rollins Early Childhood Center,01490001,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lawrence - School for Exceptional Studies,01490537,      38,   4.6,        130,  18.5,  81.5,  16.9, 100.0,83.8
Lawrence - South Lawrence East Elementary School,01490004,      12,  14.2,        170,  41.8,  58.2,  34.7,  31.2,74.7
Lawrence - Spark Academy,01490085,      26,  18.0,        469,  51.8,  48.2,  28.1,  22.4,65.5
Lawrence - UP Academy Leonard Middle School,01490090,      14,  22.1,        308,  44.5,  55.5,  40.6,  15.6,63.3
Lawrence - UP Academy Oliver Middle School,01490049,      13,  27.8,        358,  46.9,  53.1,  29.3,  18.2,62.3
Lawrence Family Development Charter (District) - Lawrence Family Development Charter School,04540205,      40,  18.4,        734,  54.2,  45.8,  28.9,   7.5,53.7
Lee - Lee Elementary,01500025,       9,  13.1,        118,  57.6,  42.4,   0.8,   8.5,44.1
Lee - Lee Middle/High School,01500505,      30,  12.0,        340,  49.4,  50.6,   2.1,  12.6,28.2
Leicester - Leicester High,01510505,      34,  15.1,        448,  46.2,  53.6,   2.5,  12.7,21.7
Leicester - Leicester Memorial Elementary,01510005,      15,  22.3,        335,  45.4,  54.6,   3.6,  16.1,26.9
Leicester - Leicester Middle,01510015,      34,  14.7,        412,  49.0,  51.0,   1.5,  15.0,22.6
Leicester - Leicester Primary School,01510010,      21,  18.0,        371,  41.2,  58.8,   3.2,  22.6,27.8
Lenox - Lenox Memorial High,01520505,      32,  14.0,        426,  51.4,  48.6,   1.6,   7.7,15.3
Lenox - Morris,01520015,      18,  16.2,        287,  49.1,  50.9,   3.8,   9.4,14.6
Leominster - Bennett,01530003,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Leominster - Center For Technical Education Innovation,01530605,       6,  17.8,        107,  25.2,  74.8,   1.9,  29.9,24.3
Leominster - Fall Brook,01530007,      49,  24.9,        673,  47.5,  52.5,  13.7,  22.0,33.3
Leominster - Frances Drake School,01530010,      25,  19.2,        475,  47.8,  52.2,  15.4,  26.1,50.3
Leominster - Johnny Appleseed,01530025,      53,  21.5,        669,  51.6,  48.4,  13.6,  18.1,39.3
Leominster - Leominster Center for Excellence,01530515,      12,  12.3,         55,  58.2,  41.8,   3.6,  43.6,56.4
Leominster - Leominster High School,01530505,      88,  19.3,"      1,581",  49.0,  51.0,   5.9,  14.2,29.3
Leominster - Lincoln School,01530005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Leominster - Northwest,01530030,      51,  24.8,        700,  49.7,  50.3,  15.7,  19.9,45.3
Leominster - Priest Street,01530040,       7,  18.6,        130,  43.8,  56.2,  11.5,  27.7,56.9
Leominster - Samoset School,01530045,      85,  15.8,        497,  47.9,  51.9,   3.2,  28.2,35
Leominster - Sky View Middle School,01530320,      78,  18.7,        915,  48.1,  51.9,   7.7,  24.3,37.3
Leverett - Leverett Elementary,01540005,       2,  16.0,         32,  50.0,  50.0,   0.0,  21.9,28.1
Lexington - Bowman,01550008,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lexington - Bridge,01550006,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lexington - Fiske,01550015,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lexington - Harrington,01550030,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lexington - Jonas Clarke Middle,01550305,      55,  18.3,        938,  47.2,  52.8,   4.1,  13.3,5.2
Lexington - Joseph Estabrook,01550010,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lexington - Lexington Children's Place,01550001,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lexington - Lexington High,01550505,     106,  21.0,"      2,161",  49.3,  50.7,   1.4,  10.1,4.8
Lexington - Maria Hastings,01550035,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lexington - Wm Diamond Middle,01550310,      53,  18.7,        887,  51.9,  48.1,   3.7,  12.6,4.4
Libertas Academy Charter School (District) - Libertas Academy Charter School,35140305,       3,  29.0,         87,  42.5,  57.5,  44.8,  25.3,78.2
Lincoln - Hanscom Middle,01570305,       9,  14.2,        123,  44.7,  55.3,   1.6,  19.5,4.1
Lincoln - Hanscom Primary,01570006,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Lincoln - Lincoln School,01570025,      21,  13.1,        190,  47.4,  52.6,   1.1,  22.1,6.3
Lincoln-Sudbury - Lincoln-Sudbury Regional High,06950505,     157,  20.3,"      1,517",  48.6,  51.4,   0.3,  16.2,5.5
Littleton - Littleton High School,01580505,      30,  16.7,        454,  55.1,  44.9,   0.7,  16.5,4.6
Littleton - Littleton Middle School,01580305,      24,  16.5,        365,  54.0,  46.0,   0.5,  17.0,11.2
Littleton - Russell St Elementary,01580015,      18,  21.5,        387,  47.5,  52.5,   0.5,  17.8,8
Littleton - Shaker Lane Elementary,01580005,       0,   0.0,          0,   0.0,   0.0,   0.0,   0.0,0
Longmeadow - Blueberry Hill,01590005,      23,  18.8,        433,  48.5,  51.5,   2.1,  15.5,5.3
Longmeadow - Center,01590010,      23,  17.8,        410,  49.0,  51.0,   0.2,  20.2,6.3
Longmeadow - Glenbrook Middle,01590017,      16,  21.4,        343,  49.9,  50.1,   0.0,  20.7,7.6
Longmeadow - Longmeadow High,01590505,      55,  18.8,        941,  50.2,  49.8,   0.3,  16.8,5.4
Longmeadow - Williams Middle,01590305,      18,  18.4,        331,  45.9,  54.1,   0.0,  17.5,4.5
Longmeadow - Wolf Swamp Road,01590025,      18,  19.6,        352,  46.3,  53.7,   1.4,  20.7,13.1
Lowell - Abraham Lincoln,01600020,      80,  18.5,        462,  43.3,  56.7,  34.8,  16.9,64.9
Lowell - B.F. Butler Middle School,01600310,      40,  21.1,        560,  50.4,  49.6,  17.5,  18.8,52.3
Lowell - Bartlett Community Partnership,01600090,      68,  14.7,        460,  49.3,  50.7,  28.5,  21.7,57.2
Lowell - Charles W Morey,01600030,      77,  19.9,        478,  48.7,  51.3,  43.1,  15.5,41
Lowell - Charlotte M Murkland Elementary,01600080,      64,  23.2,        462,  45.7,  54.3,  40.3,  18.0,69.3
Lowell - Dr An Wang School,01600345,      45,  16.8,        711,  50.2,  49.8,  24.6,  14.5,49.4
Lowell - Dr Gertrude Bailey,01600002,      80,  18.7,        467,  48.0,  52.0,  25.5,  14.8,45.4
Lowell - Greenhalge,01600015,      67,  21.4,        447,  47.9,  52.1,  34.5,  14.5,70.5
Lowell - Henry J Robinson Middle,01600330,      34,  21.0,        666,  48.6,  51.4,  27.5,  15.5,61.1
Lowell - James S Daley Middle School,01600315,      52,  20.4,        697,  46.8,  53.2,  11.8,  18.1,40.7
Lowell - James Sullivan Middle School,01600340,      36,  20.1,        697,  48.2,  51.8,  27.0,  17.8,58
Lowell - John J Shaughnessy,01600050,      80,  18.2,        455,  50.8,  49.2,  28.1,  16.3,56.9
Lowell - Joseph McAvinnue,01600010,      80,  18.9,        473,  48.6,  51.4,  38.3,  12.9,62.8
Lowell - Kathryn P. Stoklosa Middle School,01600360,      71,  22.7,        718,  48.7,  51.3,  32.7,  14.3,62.7
Lowell - Laura Lee Therapeutic Day School,01600085,      11,   3.2,         25,  12.0,  88.0,  16.0, 100.0,80
Lowell - Leblanc Therapeutic Day School,01600320,      14,   5.0,         41,  26.8,  73.2,   0.0, 100.0,73.2
Lowell - Lowell Day School on Broadway,01600605,      19,   2.4,         17,  23.5,  76.5,   5.9, 100.0,35.3
Lowell - Lowell High,01600505,     302,  21.2,"      3,110",  50.4,  49.6,  12.6,   8.0,42.1
Lowell - Moody Elementary,01600027,      35,  20.2,        222,  54.1,  45.9,  45.5,   6.8,69.8
Lowell - Pawtucketville Memorial,01600036,      86,  18.2,        488,  47.5,  52.5,  24.2,  17.0,44.7
Lowell - Peter W Reilly,01600040,      93,  18.3,        531,  47.8,  52.2,  26.9,  16.2,49.2
Lowell - Pyne Arts,01600018,      65,  17.4,        476,  47.7,  52.3,  20.0,  18.3,44.3
Lowell - Rogers STEM Academy,01600005,      94,  17.4,        625,  47.0,  53.0,  33.1,  13.3,62.2
Lowell - S Christa McAuliffe Elementary,01600075,      84,  17.4,        457,  52.3,  47.7,  25.2,  15.3,60.2
Lowell - The Career Academy,01600515,      11,   9.9,         71,  23.9,  76.1,  14.1,  19.7,81.7
Lowell - Washington,01600055,      45,  15.6,        217,  43.3,  56.7,  30.0,  16.1,48.4
Lowell Community Charter Public (District) - Lowell Community Charter Public School,04560050,      12,  18.6,        223,  51.1,  48.9,  38.1,  15.2,34.1
Lowell Middlesex Academy Charter (District) - Lowell Middlesex Academy Charter School,04580505,      25,  11.8,        108,  45.4,  54.6,   4.6,  28.7,64.8
Ludlow - Chapin Street Elementary School,01610020,      21,  16.3,        325,  54.5,  45.5,   5.5,  13.8,34.2
Ludlow - East Street Elementary School,01610010,      17,  18.6,        315,  46.7,  53.3,   6.7,  10.8,31.1
Ludlow - Ludlow Senior High,01610505,      57,  14.3,        759,  50.5,  49.5,   1.4,  13.4,20.3
Ludlow - Paul R Baird Middle,01610305,      53,  14.6,        637,  49.5,  50.5,   1.7,  15.4,22.8
